Year,1 - State Name,8 - Structure Number,2024 NBI Structure Number,22 - Owner Agency,3 - County Name,City - InfoBridge Place Code,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,113 - Scour Critical Bridge Value,Average Relative Humidity,Average Temperature,Maximum Temperature,Mean Wind Speed,Minimum Temperature,Number of Freeze-Thaw Cycles,Number of Snowfall Days,Number of Days with Measurable Precipitation,Number of Days with Temperature Below 0?C,Prevailing Wind Direction,Time of Wetness,Total Precipitation,Computed - Average Daily Truck Traffic (Volume),64 - Operating Rating (US tons),66 - Inventory Rating (US tons)
2020,Maryland,100000080053010,100000080053010,State Highway Agency,Charles County,,2006,50,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,205.1,HOMELAND DRIVE    ,Good,14,8,8,8,Bridge not over waterway,77,14.6,37.1,1,-6,57,8,134,57,155.23,4166,1521.88,0,74.5,42.4
2020,Pennsylvania,000000000042120,000000000042120,State Highway Agency,Lancaster County,,2003,1172,Steel,Stringer/Multi-beam or Girder,1,103,SR 4003           ,Good,17,8,8,8,Foundations stable; Scour above top of footing,78,12.3,36,1,-14.5,80,18,130,91,155.52,3943,1560.29,59,110.1,68
2020,Virginia,000000000023678,000000000023678,State Highway Agency,Fairfax County,,1993,15002,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,LEE CHAPEL ROAD   ,Good,27,7,7,7,Foundations stable; Scour above top of footing,76,14.1,38.3,1,-8.3,69,12,139,69,150.38,3964,1556.97,150,104.6,80.7
2020,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,,1994,37905,Prestressed Concrete,Stringer/Multi-beam or Girder,1,82,KOREAN WAR VET MEM,Good,26,7,8,7,Foundations stable; Scour above top of footing,78,13.6,36,3,-7.3,69,6,134,71,152.85,4225,1465.67,3411,72.9,55.3
2020,Pennsylvania,000000000021212,000000000021212,State Highway Agency,Lancaster County,,1970,533,Prestressed Concrete,Stringer/Multi-beam or Girder,2,159.1,PA 324;SR 0324    ,Fair,50,6,7,7,Foundations stable; Scour above top of footing,78,12.3,36,1,-14.5,80,18,130,91,155.52,3943,1560.29,32,75,19
2020,Pennsylvania,000000000027369,000000000027369,State Highway Agency,Montgomery County,,1958,48156,Steel Continuous,Stringer/Multi-beam or Girder,3,290,PA 309 BY-PASS    ,Fair,62,5,8,7,Bridge not over waterway,79,12.8,34.7,2,-9.7,83,12,141,86,148.45,4211,1619.61,1445,85,51
2020,West Virginia,00000000047A078,00000000047A078,State Highway Agency,Tucker County,,2008,7100,Steel Continuous,Stringer/Multi-beam or Girder,1,221.1,US 219 AND WV 72  ,Fair,12,6,7,7,Foundations stable; Scour above top of footing,79,10.4,31.4,0,-11.9,104,77,168,119,126.44,3974,1521.47,994,79,61
2020,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,,1970,44500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,242.5,I 10              ,Good,50,7,7,8,Bridge not over waterway,79,21,34.3,3,-0.3,1,0,141,1,187.49,4802,1492.5,3560,70,37.4
2020,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,10799,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,52,6,6,7,Bridge not over waterway,,,,,,54,10,,,,,,324,78,23
2020,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,,1982,3738,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,38,7,5,5,Bridge not over waterway,77,13.8,36.8,3,-10.6,66,10,132,67,156.63,3958,1589.02,150,94.5,72.9
2020,Virginia,000000000011061,000000000011061,State Highway Agency,Loudoun County,,1987,14575,Steel,Stringer/Multi-beam or Girder,3,210,ROUTE 7 BYPASS    ,Fair,33,7,6,6,Foundations Stable,76,13.5,37.8,2,-9.5,81,13,141,82,158.24,3670,1562.87,437,108.4,83.6
2020,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,,1973,49007,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,47,6,5,5,Bridge not over waterway,77,13.8,36.8,3,-10.6,66,10,132,67,156.63,3958,1589.02,980,69,53
2020,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,2850,Steel Continuous,Truss - Deck,3,402.9,MNTH 123          ,Fair,72,7,5,6,Countermeasures installed for mitigation,77,5.5,31.7,3,-33.2,97,114,94,188,166.29,2166,782.24,228,36,20.9
2020,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1985,12371,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ 47             ,Good,35,7,7,7,Bridge not over waterway,79,12.8,34.7,2,-9.7,83,12,141,86,148.45,4211,1619.61,495,110.1,64
2020,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,2200,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,18,8,8,8,Foundations stable; Scour above top of footing,81,18.8,39.7,0,-4.9,20,1,139,20,179.28,5344,1475.24,572,88.7,49.3
2021,Pennsylvania,000000000040268,000000000040268,State Highway Agency,Somerset County,,1998,1759,Prestressed Concrete,Stringer/Multi-beam or Girder,1,142.1,US 219 SBL        ,Fair,23,6,8,6,Countermeasures installed for mitigation,77,10.5,34.9,0,-17.1,104,67,136,128,134.69,3318,1395.58,299,99,54
2021,Pennsylvania,000000000005043,000000000005043,State Highway Agency,Berks County,,1978,8283,Prestressed Concrete,Stringer/Multi-beam or Girder,3,164,SR 2011 (LR 06143),Fair,43,7,6,6,Bridge not over waterway,80,11.4,36.4,0,-16.2,104,50,131,123,148.62,3829,1351.46,248,68,36
2021,Pennsylvania,000000000042120,000000000042120,State Highway Agency,Lancaster County,,2003,1172,Steel,Stringer/Multi-beam or Girder,1,103,SR 4003           ,Good,18,8,8,8,Foundations stable; Scour above top of footing,78,12.2,36.7,1,-12.3,102,31,120,116,152.82,3668,1125.91,59,110.1,68
2021,Pennsylvania,000000000027369,000000000027369,State Highway Agency,Montgomery County,,1958,48127,Steel Continuous,Stringer/Multi-beam or Girder,3,290,PA 309 BY-PASS    ,Fair,63,5,8,7,Bridge not over waterway,80,12.7,35.8,2,-11.1,100,28,131,111,148.38,4037,1147.32,1444,85,51
2021,California,      24 0287L ,      24 0287L ,State Highway Agency,Sacramento County,,1975,27000,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,258.9,INTERSTATE 5 SB   ,Good,46,7,7,7,Bridge not over waterway,55,17.1,47,2,-1.7,1,9,52,1,125.2,1879,893.49,5670,61.8,44.3
2021,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,,1977,29000,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Fair,44,5,7,8,Bridge not over waterway,81,17.8,39.6,1,-10.6,22,10,148,25,186.38,5032,1672.05,2320,78.4,47
2021,Pennsylvania,000000000014359,000000000014359,State Highway Agency,Dauphin County,,1969,782,Steel Continuous,Stringer/Multi-beam or Girder,2,238.8,T-494/SCHOOL HS RD,Good,52,8,7,7,Bridge not over waterway,77,12.1,36.6,1,-13,102,34,114,117,153.96,3455,1217.55,23,60,36
2021,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,,1970,45500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,242.5,I 10              ,Good,51,7,7,8,Bridge not over waterway,80,20.5,34.5,3,-4.4,3,2,132,3,202.5,4861,1442.05,3640,70,37.4
2021,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,2700,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,19,8,8,8,Foundations stable; Scour above top of footing,83,18.3,38,0,-9.8,19,8,148,21,172.36,5385,1639.96,621,64.8,36.2
2021,Mississippi,11002200250005A,11002200250005A,State Highway Agency,Hinds County,,1970,29000,Steel Continuous,Stringer/Multi-beam or Girder,3,321.9,I 220             ,Fair,51,5,7,8,Bridge not over waterway,81,17.8,39.6,1,-10.6,22,10,148,25,186.38,5032,1672.05,2320,81,48.5
2021,New York,000000001016310,000000001016310,State Highway Agency,Allegany County,,1990,7874,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,RTE 21            ,Fair,31,6,5,6,Foundations Stable; Protection Required,80,8.8,34.1,0,-23.7,97,105,148,145,133.4,3476,1125.62,472,84,50
2021,Mississippi,11002200250051B,11002200250051B,State Highway Agency,Hinds County,,1976,33500,Steel Continuous,Stringer/Multi-beam or Girder,2,267.4,I 220             ,Fair,45,5,8,8,Bridge not over waterway,81,17.8,39.6,1,-10.6,22,10,148,25,186.38,5032,1672.05,4020,56.8,34
2021,Pennsylvania,000000000021212,000000000021212,State Highway Agency,Lancaster County,,1970,533,Prestressed Concrete,Stringer/Multi-beam or Girder,2,159.1,PA 324;SR 0324    ,Fair,51,6,7,7,Foundations stable; Scour above top of footing,78,12.2,36.7,1,-12.3,102,31,120,116,152.82,3668,1125.91,32,75,19
2021,Virginia,000000000023678,000000000023678,State Highway Agency,Fairfax County,,1993,15002,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,LEE CHAPEL ROAD   ,Good,28,7,7,7,Foundations stable; Scour above top of footing,74,14.1,38,1,-8.4,97,25,109,101,150.41,3407,1085.23,150,104.6,80.7
2021,Virginia,000000000014218,000000000014218,State Highway Agency,Prince William County,,1980,21488,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,WBL ROUTE 0066    ,Fair,41,7,5,5,Bridge not over waterway,74,13.6,37.6,2,-11.6,103,28,113,110,156.58,3116,1094.87,1719,88.2,68
2021,Mississippi,11000100240435B,11000100240435B,State Highway Agency,Harrison County,,1970,39000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,217.8,I 10              ,Good,51,7,7,8,Bridge not over waterway,80,20.5,34.5,3,-4.4,3,2,132,3,202.5,4861,1442.05,3900,72.6,36.2
2021,Virginia,000000000023858,000000000023858,State Highway Agency,Fairfax County,,1993,2325,Prestressed Concrete,Stringer/Multi-beam or Girder,2,190.9,CLARA BARTON DR.  ,Fair,28,7,6,7,Bridge not over waterway,74,13.6,37.6,2,-11.6,103,28,113,110,156.58,3116,1094.87,0,87.9,67.8
2021,Mississippi,310004306412140,310004306412140,State Highway Agency,Simpson County,,1963,1900,Steel,Stringer/Multi-beam or Girder,3,182.1,SR 43             ,Fair,58,6,6,6,Foundations Stable,82,18,37.6,0,-10.1,20,11,140,22,163.23,5272,1703,209,49.4,29.5
2021,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,,1973,49007,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,48,6,5,5,Bridge not over waterway,75,13.9,36.5,3,-9.8,85,23,106,89,156.4,3429,1130.39,980,69,53
2021,Virginia,000000000011061,000000000011061,State Highway Agency,Loudoun County,,1987,14575,Steel,Stringer/Multi-beam or Girder,3,210,ROUTE 7 BYPASS    ,Fair,34,7,6,6,Foundations Stable,74,13.6,37.6,2,-11.6,103,28,113,110,156.58,3116,1094.87,437,108.4,83.6
2021,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,,1982,3738,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,39,7,5,5,Bridge not over waterway,75,13.9,36.5,3,-9.8,85,23,106,89,156.4,3429,1130.39,150,94.5,72.9
2021,Virginia,000000000014216,000000000014216,State Highway Agency,Prince William County,,1980,21101,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,EBL ROUTE 0066    ,Fair,41,6,5,5,Bridge not over waterway,74,13.6,37.6,2,-11.6,103,28,113,110,156.58,3116,1094.87,1688,88.2,68
2021,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1985,12371,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ 47             ,Good,36,7,7,7,Bridge not over waterway,80,12.7,35.8,2,-11.1,100,28,131,111,148.38,4037,1147.32,495,110.1,64
2021,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,10799,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,53,6,6,7,Bridge not over waterway,,,,,,,,,,,,,324,78,23
2021,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,,1968,56133,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ 18 NB          ,Fair,53,6,5,7,Bridge not over waterway,,,,,,,,,,,,,2807,66,31
2021,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,2652,Steel Continuous,Truss - Deck,3,402.9,MN 123            ,Fair,73,7,5,6,Countermeasures installed for mitigation,72,6.8,35.4,3,-36.2,78,107,104,160,170.93,1888,974.25,53,36,20.9
2021,Florida,         790174,         790174,State Highway Agency,Volusia County,,1997,11250,Prestressed Concrete Continuous,Segmental Box Girder,10,2321.9,SR-430 WB         ,Good,24,7,7,7,Foundations Stable,76,22.6,37.8,2,1,0,0,112,0,185.07,4336,850.36,563,52.9,39.6
2021,Maryland,100000080053010,100000080053010,State Highway Agency,Charles County,,2006,50,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,205.1,HOMELAND DRIVE    ,Good,15,8,8,8,Bridge not over waterway,75,14.6,36.5,1,-7,74,18,107,77,154.57,3605,1126.5,0,74.5,42.4
2021,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,,1998,7253,Prestressed Concrete,Stringer/Multi-beam or Girder,2,224.1,NJ 133 EB         ,Good,23,7,8,7,Foundations stable; Scour above top of footing,80,12.2,34.7,1,-12.5,90,35,139,102,146.44,4258,1390.27,363,110.1,69
2021,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,,1969,26302,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Fair,52,7,7,6,Bridge not over waterway,81,12.9,31.4,3,-8.7,74,23,134,81,146.37,4515,1218.09,3682,110.1,61.9
2021,Delaware,      1806 060 ,      1806 060 ,State Highway Agency,New Castle County,,1975,44783,Steel Continuous,Stringer/Multi-beam or Girder,2,222.1,I 495 SB          ,Fair,46,7,6,5,Bridge not over waterway,78,13.6,36.1,2,-8.9,83,24,115,90,150.25,3878,1012.23,4478,43.2,33.6
2021,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,,1994,38437,Prestressed Concrete,Stringer/Multi-beam or Girder,1,82,KOREAN WAR VET MEM,Good,27,7,8,7,Foundations stable; Scour above top of footing,78,13.6,36.1,2,-8.9,83,24,115,90,150.25,3878,1012.23,3459,72.9,55.3
2021,Maryland,100000070042010,100000070042010,State Highway Agency,Cecil County,,1973,8002,Steel,Stringer/Multi-beam or Girder,2,90.9,MD 273            ,Fair,48,5,5,5,Foundations stable; Scour above top of footing,78,13.6,36.1,2,-8.9,83,24,115,90,150.25,3878,1012.23,640,68.5,41
2021,West Virginia,00000000047A078,00000000047A078,State Highway Agency,Tucker County,,2008,7100,Steel Continuous,Stringer/Multi-beam or Girder,1,221.1,US 219 AND WV 72  ,Fair,13,6,7,7,Foundations stable; Scour above top of footing,76,10.5,33.7,0,-16.4,107,74,142,125,133.58,3250,1249.23,994,79,61
2021,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,,1987,22150,Steel,Stringer/Multi-beam or Girder,1,107,N.J. 55 NB        ,Fair,34,7,8,6,Bridge not over waterway,79,13.3,33.6,3,-9.4,86,23,122,91,148.8,4063,1152.33,1108,99,65
2021,Delaware,      1912N083 ,      1912N083 ,State Highway Agency,New Castle County,,1999,23249,Prestressed Concrete,Stringer/Multi-beam or Girder,2,230.3,KOREAN VET MEMORIA,Good,22,7,7,7,Bridge not over waterway,78,13.6,36.1,2,-8.9,83,24,115,90,150.25,3878,1012.23,3487,66.8,37.5
2021,Delaware,      2920N150 ,      2920N150 ,State Highway Agency,Kent County,,1992,17486,Steel,Stringer/Multi-beam or Girder,1,71.9,KOREAN WAR VET HGW,Fair,29,7,7,6,Bridge not over waterway,77,14.2,35.8,3,-7.3,80,22,105,83,150.49,3961,1075.91,1749,100,76.8
2021,Delaware,      1281 366 ,      1281 366 ,State Highway Agency,New Castle County,,1980,38886,Steel Continuous,Stringer/Multi-beam or Girder,2,276.2,CHRISTINA PARKWAY ,Fair,41,7,6,6,Foundations stable; Scour above top of footing,78,13.6,36.1,2,-8.9,83,24,115,90,150.25,3878,1012.23,2333,45,34.6
2022,Pennsylvania,000000000027369,000000000027369,State Highway Agency,Montgomery County,26376,1958,48002,Steel Continuous,Stringer/Multi-beam or Girder,3,290,PA 309 BY-PASS    ,Fair,64,5,8,7,Bridge not over waterway,75,12.5,37.6,2,-16.5,92,28,135,106,147.97,3531,1362.39,1440,85,51
2022,California,      24 0287L ,      24 0287L ,State Highway Agency,Sacramento County,0,1975,27000,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,258.9,INTERSTATE 5 SB   ,Good,47,7,7,7,Bridge not over waterway,54,17.3,48.1,2,-2.4,4,0,40,4,122.19,1615,598.11,5670,61.8,44.3
2022,Pennsylvania,000000000014359,000000000014359,State Highway Agency,Dauphin County,0,1969,782,Steel Continuous,Stringer/Multi-beam or Girder,2,238.8,T-494/SCHOOL HS RD,Good,53,8,7,7,Bridge not over waterway,74,11.6,36.9,1,-17.5,96,38,123,118,155.28,2988,1183.45,23,60,36
2022,Pennsylvania,000000000005043,000000000005043,State Highway Agency,Berks County,0,1978,8294,Prestressed Concrete,Stringer/Multi-beam or Girder,3,164,SR 2011 (LR 06143),Fair,44,7,6,6,Bridge not over waterway,76,11.1,37.1,0,-17.4,101,43,129,125,143.59,3360,1346.47,249,68,36
2022,Pennsylvania,000000000040268,000000000040268,State Highway Agency,Somerset County,0,1998,1741,Prestressed Concrete,Stringer/Multi-beam or Girder,1,142.1,US 219 SBL        ,Fair,24,6,8,6,Countermeasures installed for mitigation,76,9.7,34.6,0,-21.5,100,72,131,137,131.81,3204,1269.44,296,99,54
2022,New York,000000001016310,000000001016310,State Highway Agency,Allegany County,01440,1990,5535,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,RTE 21            ,Fair,32,6,5,6,Foundations Stable; Protection Required,76,8.1,33.1,0,-23.1,92,89,131,151,131.26,2975,1149.43,443,84,50
2022,Mississippi,11002200250051B,11002200250051B,State Highway Agency,Hinds County,36000,1976,33000,Steel Continuous,Stringer/Multi-beam or Girder,2,267.4,I 220             ,Fair,46,5,8,8,Bridge not over waterway,75,18.1,39.9,1,-11.7,51,8,110,53,180.18,3968,1051.27,3300,56.8,34
2022,Pennsylvania,000000000042120,000000000042120,State Highway Agency,Lancaster County,0,2003,1176,Steel,Stringer/Multi-beam or Girder,1,103,SR 4003           ,Good,19,8,8,8,Foundations stable; Scour above top of footing,75,11.7,36.7,1,-16.2,97,36,127,115,154.32,3252,1330.56,59,110.1,68
2022,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,36000,1977,29000,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Fair,45,5,7,8,Bridge not over waterway,75,18.1,39.9,1,-11.7,51,8,110,53,180.18,3968,1051.27,2320,78.4,47
2022,Mississippi,310004306412140,310004306412140,State Highway Agency,Simpson County,0,1963,1900,Steel,Stringer/Multi-beam or Girder,3,182.1,SR 43             ,Fair,59,6,6,6,Foundations Stable,76,18.2,40.5,0,-11.1,48,6,110,50,161.16,4356,1044.29,209,49.4,29.5
2022,Pennsylvania,000000000021212,000000000021212,State Highway Agency,Lancaster County,0,1970,540,Prestressed Concrete,Stringer/Multi-beam or Girder,2,159.1,PA 324;SR 0324    ,Fair,52,6,7,7,Foundations stable; Scour above top of footing,75,11.7,36.7,1,-16.2,97,36,127,115,154.32,3252,1330.56,32,75,19
2022,Mississippi,11002200250005A,11002200250005A,State Highway Agency,Hinds County,36000,1970,29000,Steel Continuous,Stringer/Multi-beam or Girder,3,321.9,I 220             ,Fair,52,5,7,8,Bridge not over waterway,75,18.1,39.9,1,-11.7,51,8,110,53,180.18,3968,1051.27,2320,81,48.5
2022,Mississippi,11000100240435B,11000100240435B,State Highway Agency,Harrison County,06220,1970,34500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,217.8,I 10              ,Good,52,7,7,8,Bridge not over waterway,76,20.8,37.5,3,-4.7,7,1,114,7,193.24,3911,1040.26,4140,72.6,36.2
2022,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,0,2002,2600,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,20,8,8,8,Foundations stable; Scour above top of footing,77,18.6,40.6,0,-10.5,43,5,119,44,164.84,4495,1107.45,650,64.8,36.2
2022,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,06220,1970,44500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,242.5,I 10              ,Good,52,7,7,8,Bridge not over waterway,76,20.8,37.5,3,-4.7,7,1,114,7,193.24,3911,1040.26,3560,70,37.4
2022,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,03000,1982,4265,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,40,7,5,5,Bridge not over waterway,72,13.5,37.3,3,-13.5,77,22,110,90,159.93,3074,1299.71,171,94.5,72.9
2022,Virginia,000000000023858,000000000023858,State Highway Agency,Fairfax County,26592,1993,2325,Prestressed Concrete,Stringer/Multi-beam or Girder,2,190.9,CLARA BARTON DR.  ,Fair,29,7,6,7,Bridge not over waterway,71,13.2,38.2,2,-15.8,92,21,116,105,159.13,2751,1214.51,0,87.9,67.8
2022,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,03000,1973,21268,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,49,6,5,5,Bridge not over waterway,72,13.5,37.3,3,-13.5,77,22,110,90,159.93,3074,1299.71,425,69,53
2022,Virginia,000000000014216,000000000014216,State Highway Agency,Prince William County,0,1980,18818,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,EBL ROUTE 0066    ,Fair,42,6,5,5,Bridge not over waterway,71,13.2,38.2,2,-15.8,92,21,116,105,159.13,2751,1214.51,1505,88.2,68
2022,Virginia,000000000014218,000000000014218,State Highway Agency,Prince William County,0,1980,19009,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,WBL ROUTE 0066    ,Fair,42,7,5,5,Bridge not over waterway,71,13.2,38.2,2,-15.8,92,21,116,105,159.13,2751,1214.51,1521,88.2,68
2022,Minnesota,5718           ,5718,State Highway Agency,Pine County,58396,1948,2652,Steel Continuous,Truss - Deck,3,402.9,MN 123            ,Fair,74,6,5,6,Countermeasures installed for mitigation,75,4.5,32.7,4,-36.4,72,119,114,177,169.25,2023,1013.42,53,36,20.9
2022,West Virginia,00000000047A078,00000000047A078,State Highway Agency,Tucker County,62284,2008,7100,Steel Continuous,Stringer/Multi-beam or Girder,1,221.1,US 219 AND WV 72  ,Fair,14,6,7,7,Foundations stable; Scour above top of footing,76,9.8,33.9,0,-21.3,104,70,134,134,132.57,3200,1409.71,994,79,61
2022,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,0,1968,56133,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ 18             ,Fair,54,6,5,7,Bridge not over waterway,,,,,,,,,,,,,2807,66,31
2022,Virginia,000000000011061,000000000011061,State Highway Agency,Loudoun County,0,1987,31413,Steel,Stringer/Multi-beam or Girder,3,210,ROUTE 7 BYPASS    ,Fair,35,7,6,6,Foundations Stable,71,13.2,38.2,2,-15.8,92,21,116,105,159.13,2751,1214.51,942,108.4,83.6
2022,Virginia,000000000023678,000000000023678,State Highway Agency,Fairfax County,74120,1993,11169,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,LEE CHAPEL ROAD   ,Good,29,7,7,7,Foundations stable; Scour above top of footing,70,13.9,39,1,-15.2,84,20,109,91,152.02,2980,1199.69,112,104.6,80.7
2022,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,0,1968,10799,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,54,6,6,7,Bridge not over waterway,,,,,,,,,,,,,324,78,23
2022,Florida,         790174,         790174,State Highway Agency,Volusia County,16525,1997,9900,Prestressed Concrete Continuous,Segmental Box Girder,10,2321.9,SR-430 WB         ,Good,25,7,7,7,Foundations Stable,76,22.7,39.1,2,-3.5,3,0,114,3,199.07,4343,1061,594,52.9,39.6
2022,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,0,1969,26302,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Fair,53,7,7,6,Bridge not over waterway,77,12.8,35,3,-14.6,70,18,136,84,145.64,3828,1407.71,3682,110.1,61.9
2022,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,0,1987,22150,Steel,Stringer/Multi-beam or Girder,1,107,N.J. 55 NB        ,Fair,35,7,8,6,Bridge not over waterway,75,13.2,36.5,3,-14.2,84,18,124,94,151.44,3521,1448.74,1108,99,65
2022,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,0,1985,12618,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ 47             ,Good,37,7,7,7,Bridge not over waterway,75,12.5,37.6,2,-16.5,92,28,135,106,147.97,3531,1362.39,505,110.1,64
2022,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,0,1998,7253,Prestressed Concrete,Stringer/Multi-beam or Girder,2,224.1,NJ 133 EB         ,Good,24,7,8,7,Foundations stable; Scour above top of footing,76,12.1,37,1,-14.5,81,30,136,99,145.58,3591,1469.35,363,110.1,69
2022,Maryland,100000080053010,100000080053010,State Highway Agency,Charles County,40700,2006,50,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,205.1,HOMELAND DRIVE    ,Good,16,8,8,8,Bridge not over waterway,72,14.3,37.8,1,-11.6,73,19,109,79,159.41,3225,1210.21,0,74.5,42.4
2022,Delaware,      2920N150 ,      2920N150 ,State Highway Agency,Kent County,21200,1992,21019,Steel,Stringer/Multi-beam or Girder,1,71.9,KOREAN WAR VET HGW,Fair,30,7,7,6,Bridge not over waterway,75,13.9,36.9,3,-12.4,76,19,107,86,155.13,3658,1352.76,1892,100,76.8
2022,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,0,1994,38437,Prestressed Concrete,Stringer/Multi-beam or Girder,1,82,KOREAN WAR VET MEM,Good,28,7,8,7,Foundations stable; Scour above top of footing,75,13.2,36.9,3,-13.8,78,24,120,91,152.23,3555,1385.45,3459,72.9,55.3
2022,Delaware,      1806 060 ,      1806 060 ,State Highway Agency,New Castle County,0,1975,44783,Steel Continuous,Stringer/Multi-beam or Girder,2,222.1,I 495 SB          ,Fair,47,7,6,5,Bridge not over waterway,75,13.2,36.9,3,-13.8,78,24,120,91,152.23,3555,1385.45,4478,43.2,33.6
2022,Delaware,      1912N083 ,      1912N083 ,State Highway Agency,New Castle County,0,1999,18626,Prestressed Concrete,Stringer/Multi-beam or Girder,2,230.3,KOREAN VET MEMORIA,Good,23,7,7,7,Bridge not over waterway,75,13.2,36.9,3,-13.8,78,24,120,91,152.23,3555,1385.45,1676,66.8,37.5
2022,Delaware,      1281 366 ,      1281 366 ,State Highway Agency,New Castle County,50670,1980,36174,Steel Continuous,Stringer/Multi-beam or Girder,2,276.2,CHRISTINA PARKWAY ,Fair,42,7,6,6,Foundations stable; Scour above top of footing,75,13.2,36.9,3,-13.8,78,24,120,91,152.23,3555,1385.45,2170,45,34.6
